CaseID,Activity,Duration,Duration Float,Time to conclusion,Passed Time,Step
Case 3796,Resolve ticket,12 days 03:45:20,12.1565,15.0001,27.1566,3
Case 3796,Closed,15 days 00:00:11,15.0001,-0.0,36.8094,4
Case 2212,Assign seriousness,0 days 00:00:00,0.0,31.0018,0.0,1
Case 2212,Resolve ticket,0 days 00:00:53,0.0006,31.0012,31.0012,2
Case 2212,Closed,31 days 00:01:48,31.0012,0.0,31.0018,3
Case 1568,Assign seriousness,0 days 00:00:00,0.0,44.0046,0.0,1
Case 1568,Take in charge ticket,0 days 01:17:06,0.0535,43.9511,43.9503,2
Case 1568,Resolve ticket,0 days 00:01:13,0.0008,43.9503,43.9511,3
Case 1568,Closed,43 days 22:48:30,43.9503,0.0,44.0046,4
Case 3617,Assign seriousness,0 days 00:00:00,0.0,46.005,0.0,1
Case 3617,Resolve ticket,0 days 00:41:38,0.0289,45.9761,45.9761,2
Case 3617,Closed,45 days 23:25:36,45.9761,0.0,46.005,3
Case 4089,Assign seriousness,0 days 00:00:00,0.0,38.0126,0.0,1
Case 4089,Take in charge ticket,2 days 23:36:26,2.9836,35.029,15.0002,2
Case 4089,Wait,0 days 02:23:55,0.0999,34.9291,34.9291,3
Case 4089,Resolve ticket,19 days 22:17:41,19.9289,15.0002,35.029,4
Case 4089,Closed,15 days 00:00:16,15.0002,0.0,38.0126,5
Case 2401,Assign seriousness,0 days 00:00:00,0.0,31.003,0.0,1
Case 2401,Take in charge ticket,0 days 00:00:11,0.0001,31.0029,29.9147,2
Case 2401,Resolve ticket,1 days 02:07:00,1.0882,29.9147,31.0029,3
Case 2401,Closed,29 days 21:57:09,29.9147,0.0,31.003,4
Case 4123,Assign seriousness,0 days 00:00:00,0.0,51.0531,0.0,1
Case 4123,Take in charge ticket,27 days 17:12:40,27.7171,23.336,15.0002,2
Case 4123,Resolve ticket,8 days 08:03:29,8.3358,15.0002,23.336,3
Case 4123,Closed,15 days 00:00:17,15.0002,0.0,51.0531,4
Case 2782,Assign seriousness,0 days 00:00:00,0.0,56.0451,-0.0,1
Case 2782,Take in charge ticket,30 days 17:42:32,30.7379,25.3072,15.0002,2
Case 2782,Resolve ticket,10 days 07:22:03,10.307,15.0002,25.3072,3
Case 2782,Closed,15 days 00:00:17,15.0002,-0.0,56.0451,4
Case 3476,Assign seriousness,1 days 20:01:11,1.8342,51.1691,-0.0,1
Case 3476,Take in charge ticket,0 days 00:00:12,0.0001,51.169,51.163,2
Case 3476,Resolve ticket,0 days 00:08:42,0.006,51.163,51.169,3
Case 3476,Closed,51 days 03:54:42,51.163,-0.0,51.1691,4
Case 4322,Assign seriousness,0 days 00:31:21,0.0218,30.9821,0.0,1
Case 4322,Take in charge ticket,0 days 01:05:18,0.0453,30.9368,30.9231,2
Case 4322,Resolve ticket,0 days 00:19:44,0.0137,30.9231,30.9368,3
Case 4322,Closed,30 days 22:09:20,30.9231,0.0,30.9821,4
Case 1546,Assign seriousness,0 days 00:00:00,0.0,50.0337,0.0,1
Case 1546,Take in charge ticket,0 days 21:05:47,0.879,49.1547,20.1775,2
Case 1546,Wait,0 days 00:59:05,0.041,49.1137,23.8782,3
Case 1546,Resolve ticket,19 days 00:45:32,19.0316,30.0821,30.0821,4
Case 1546,Take in charge ticket,6 days 04:53:33,6.2039,23.8782,49.1137,5
Case 1546,Resolve ticket,3 days 16:48:57,3.7007,20.1775,49.1547,6
Case 1546,Closed,20 days 04:15:34,20.1775,0.0,50.0337,7
Case 3574,Assign seriousness,0 days 00:00:00,0.0,58.0047,0.0,1
Case 3574,Take in charge ticket,0 days 20:10:34,0.8407,57.164,57.1546,2
Case 3574,Resolve ticket,0 days 00:13:34,0.0094,57.1546,57.164,3
Case 3574,Closed,57 days 03:42:36,57.1546,0.0,58.0047,4
Case 1225,Assign seriousness,0 days 00:00:00,0.0,59.0038,0.0,1
Case 1225,Resolve ticket,7 days 19:18:03,7.8042,51.1996,51.1996,2
Case 1225,Closed,51 days 04:47:28,51.1996,0.0,59.0038,3
Case 3090,Assign seriousness,0 days 00:00:00,0.0,31.0016,0.0,1
Case 3090,Take in charge ticket,0 days 20:29:05,0.8535,30.1481,30.1273,2
Case 3090,Resolve ticket,0 days 00:30:00,0.0208,30.1273,30.1481,3
Case 3090,Closed,30 days 03:03:23,30.1273,0.0,31.0016,4
Case 354,Assign seriousness,0 days 00:00:00,0.0,33.9514,-0.0,1
Case 354,Wait,0 days 00:01:32,0.0011,33.9503,33.005,2
Case 354,Resolve ticket,0 days 22:41:11,0.9453,33.005,33.9503,3
Case 354,Closed,33 days 00:07:08,33.005,-0.0,33.9514,4
Case 4117,Assign seriousness,0 days 00:00:00,0.0,38.0005,0.0,1
Case 4117,Resolve ticket,1 days 00:35:35,1.0247,36.9758,36.9758,2
Case 4117,Closed,36 days 23:25:12,36.9758,0.0,38.0005,3
Case 1380,Assign seriousness,0 days 00:00:00,0.0,34.1399,0.0,1
Case 1380,Take in charge ticket,0 days 00:13:09,0.0091,34.1308,19.2586,2
Case 1380,Wait,0 days 02:32:42,0.106,34.0248,34.0248,3
Case 1380,Resolve ticket,14 days 18:23:24,14.7662,19.2586,34.1308,4
Case 1380,Closed,19 days 06:12:27,19.2586,0.0,34.1399,5
Case 3936,Assign seriousness,0 days 00:00:00,0.0,33.004,-0.0,1
Case 3936,Take in charge ticket,0 days 00:00:11,0.0001,33.0039,33.003,2
Case 3936,Resolve ticket,0 days 00:01:21,0.0009,33.003,33.0039,3
Case 3936,Closed,33 days 00:04:20,33.003,-0.0,33.004,4
Case 1379,Assign seriousness,0 days 00:00:00,0.0,48.0027,0.0,1
Case 1379,Take in charge ticket,0 days 21:40:35,0.9032,47.0995,47.0047,2
Case 1379,Resolve ticket,0 days 02:16:35,0.0948,47.0047,47.0995,3
Case 1379,Closed,47 days 00:06:42,47.0047,0.0,48.0027,4
Case 2463,Assign seriousness,0 days 00:00:00,0.0,41.8418,0.0,1
Case 2463,Take in charge ticket,0 days 00:24:27,0.017,41.8248,15.0002,2
Case 2463,Resolve ticket,5 days 22:41:38,5.9456,35.8792,34.9338,3
Case 2463,Wait,0 days 22:41:20,0.9454,34.9338,35.8792,4
Case 2463,Resolve ticket,19 days 22:24:25,19.9336,15.0002,41.8248,5
Case 2463,Closed,15 days 00:00:15,15.0002,0.0,41.8418,6
Case 1917,Assign seriousness,0 days 00:00:00,0.0,35.0029,0.0,1
Case 1917,Resolve ticket,0 days 00:00:38,0.0004,35.0025,35.0025,2
Case 1917,Closed,35 days 00:03:35,35.0025,0.0,35.0029,3
Case 137,Assign seriousness,0 days 00:00:00,0.0,33.0074,0.0,1
Case 137,Take in charge ticket,5 days 21:30:34,5.8962,27.1112,19.0315,2
Case 137,Wait,1 days 03:12:08,1.1334,25.9778,25.9778,3
Case 137,Resolve ticket,6 days 22:42:42,6.9463,19.0315,27.1112,4
Case 137,Closed,19 days 00:45:19,19.0315,0.0,33.0074,5
Case 3224,Assign seriousness,0 days 00:00:16,0.0002,33.0063,0.0,1
Case 3224,Take in charge ticket,0 days 03:00:09,0.1251,32.8812,32.8797,2
Case 3224,Resolve ticket,0 days 00:02:07,0.0015,32.8797,32.8812,3
Case 3224,Closed,32 days 21:06:46,32.8797,0.0,33.0063,4
Case 2510,Assign seriousness,0 days 00:00:00,0.0,40.0057,0.0,1
Case 2510,Take in charge ticket,3 days 17:50:52,3.7437,36.262,35.1418,2
Case 2510,Resolve ticket,1 days 02:53:05,1.1202,35.1418,36.262,3
Case 2510,Closed,35 days 03:24:10,35.1418,0.0,40.0057,4
Case 3606,Insert ticket,0 days 00:00:00,0.0,37.7817,0.0,1
Case 3606,Assign seriousness,1 days 22:55:12,1.955,35.8267,15.0003,2
Case 3606,Take in charge ticket,19 days 01:53:05,19.0785,16.7482,16.7482,3
Case 3606,Resolve ticket,1 days 17:56:59,1.7479,15.0003,35.8267,4
Case 3606,Closed,15 days 00:00:22,15.0003,0.0,37.7817,5
Case 1490,Take in charge ticket,0 days 00:00:00,0.0,31.0042,0.0,1
Case 1490,Resolve ticket,0 days 05:08:55,0.2145,30.7897,30.7897,2
Case 1490,Closed,30 days 18:57:08,30.7897,0.0,31.0042,3
Case 3831,Assign seriousness,0 days 00:00:00,0.0,43.9959,-0.0,1
Case 3831,Take in charge ticket,0 days 00:00:10,0.0001,43.9958,43.9373,2
Case 3831,Resolve ticket,0 days 01:24:16,0.0585,43.9373,43.9958,3
Case 3831,Closed,43 days 22:29:39,43.9373,-0.0,43.9959,4
Case 1369,Insert ticket,0 days 00:00:00,0.0,31.1805,-0.0,1
Case 1369,Assign seriousness,0 days 02:52:20,0.1197,31.0608,15.0002,2
Case 1369,Take in charge ticket,12 days 01:22:17,12.0571,19.0037,18.9993,3
Case 1369,Wait,0 days 00:06:19,0.0044,18.9993,19.0037,4
Case 1369,Resolve ticket,3 days 23:58:39,3.9991,15.0002,31.0608,5
Case 1369,Closed,15 days 00:00:16,15.0002,-0.0,31.1805,6
Case 4178,Insert ticket,0 days 00:00:00,0.0,38.0415,-0.0,1
Case 4178,Assign seriousness,0 days 00:03:06,0.0022,38.0393,15.0002,2
Case 4178,Take in charge ticket,20 days 22:28:28,20.9364,17.1029,17.1029,3
Case 4178,Resolve ticket,2 days 02:27:49,2.1027,15.0002,38.0393,4
Case 4178,Closed,15 days 00:00:21,15.0002,-0.0,38.0415,5
Case 3549,Assign seriousness,0 days 00:00:00,0.0,39.9358,0.0,1
Case 3549,Take in charge ticket,0 days 00:00:50,0.0006,39.9352,15.0002,2
Case 3549,Wait,0 days 00:03:34,0.0025,39.9327,39.0314,3
Case 3549,Take in charge ticket,0 days 20:06:06,0.8376,39.0951,39.0951,4
Case 3549,Wait,0 days 01:31:46,0.0637,39.0314,39.9327,5
Case 3549,Resolve ticket,24 days 00:44:53,24.0312,15.0002,39.9352,6
Case 3549,Closed,15 days 00:00:18,15.0002,0.0,39.9358,7
Case 761,Assign seriousness,0 days 00:00:00,0.0,48.004,0.0,1
Case 761,Take in charge ticket,16 days 19:41:27,16.8205,31.1835,31.1827,2
Case 761,Resolve ticket,0 days 00:01:10,0.0008,31.1827,31.1835,3
Case 761,Closed,31 days 04:23:09,31.1827,0.0,48.004,4
Case 3246,Assign seriousness,0 days 00:00:00,0.0,33.0032,-0.0,1
Case 3246,Take in charge ticket,5 days 16:33:12,5.6897,27.3135,23.1719,2
Case 3246,Resolve ticket,4 days 03:23:54,4.1416,23.1719,27.3135,3
Case 3246,Closed,23 days 04:07:31,23.1719,-0.0,33.0032,4
Case 3952,Assign seriousness,0 days 00:00:00,0.0,42.0624,-0.0,1
Case 3952,Take in charge ticket,17 days 01:10:53,17.0492,25.0132,15.0002,2
Case 3952,Resolve ticket,10 days 00:18:44,10.013,15.0002,25.0132,3
Case 3952,Closed,15 days 00:00:19,15.0002,-0.0,42.0624,4
Case 2945,Assign seriousness,0 days 00:00:00,0.0,46.0028,0.0,1
Case 2945,Wait,0 days 00:46:11,0.0321,45.9707,45.9666,2
Case 2945,Resolve ticket,0 days 00:05:57,0.0041,45.9666,45.9707,3
Case 2945,Closed,45 days 23:11:55,45.9666,0.0,46.0028,4
Case 1643,Assign seriousness,0 days 00:00:00,0.0,36.3077,-0.0,1
Case 1643,Wait,0 days 00:13:56,0.0097,36.298,29.0021,2
Case 1643,Resolve ticket,7 days 07:06:05,7.2959,29.0021,36.298,3
Case 1643,Closed,29 days 00:03:00,29.0021,-0.0,36.3077,4
Case 1738,Assign seriousness,0 days 00:00:00,0.0,50.0044,0.0,1
Case 1738,Resolve ticket,3 days 00:08:28,3.0059,46.9985,46.9985,2
Case 1738,Closed,46 days 23:57:48,46.9985,0.0,50.0044,3
Case 2040,Assign seriousness,0 days 00:00:00,0.0,42.0826,0.0,1
Case 2040,Take in charge ticket,6 days 01:12:31,6.0504,36.0322,30.0003,2
Case 2040,Wait,0 days 05:35:33,0.233,35.7992,35.7992,3
Case 2040,Resolve ticket,5 days 19:10:22,5.7989,30.0003,36.0322,4
Case 2040,Closed,30 days 00:00:23,30.0003,0.0,42.0826,5
Case 2640,Assign seriousness,0 days 00:00:00,0.0,44.0055,-0.0,1
Case 2640,Take in charge ticket,12 days 00:09:36,12.0067,31.9988,31.9973,2
Case 2640,Resolve ticket,0 days 00:02:09,0.0015,31.9973,31.9988,3
Case 2640,Closed,31 days 23:56:11,31.9973,-0.0,44.0055,4
Case 201,Assign seriousness,0 days 00:00:00,0.0,31.0026,0.0,1
Case 201,Take in charge ticket,0 days 02:07:57,0.0889,30.9137,30.9017,2
Case 201,Resolve ticket,0 days 00:17:20,0.012,30.9017,30.9137,3
Case 201,Closed,30 days 21:38:28,30.9017,0.0,31.0026,4
Case 3931,Assign seriousness,0 days 00:00:00,0.0,48.0031,0.0,1
Case 3931,Take in charge ticket,0 days 00:00:18,0.0002,48.0029,47.9871,2
Case 3931,Resolve ticket,0 days 00:22:48,0.0158,47.9871,48.0029,3
Case 3931,Closed,47 days 23:41:28,47.9871,0.0,48.0031,4
Case 4517,Assign seriousness,0 days 00:00:00,0.0,44.0061,0.0,1
Case 4517,Take in charge ticket,0 days 00:00:09,0.0001,44.006,42.9451,2
Case 4517,Resolve ticket,1 days 01:27:44,1.0609,42.9451,44.006,3
Case 4517,Closed,42 days 22:40:53,42.9451,0.0,44.0061,4
Case 1082,Assign seriousness,0 days 00:00:00,0.0,58.1429,0.0,1
Case 1082,Take in charge ticket,6 days 22:45:02,6.9479,51.195,30.0003,2
Case 1082,Resolve ticket,21 days 04:40:22,21.1947,30.0003,51.195,3
Case 1082,Closed,30 days 00:00:22,30.0003,0.0,58.1429,4
Case 3694,Assign seriousness,0 days 00:00:00,0.0,38.007,0.0,1
Case 3694,Resolve ticket,0 days 04:27:59,0.1861,37.8209,37.8209,2
Case 3694,Closed,37 days 19:42:07,37.8209,0.0,38.007,3
Case 712,Assign seriousness,0 days 00:00:00,0.0,32.0327,-0.0,1
Case 712,Take in charge ticket,0 days 03:27:59,0.1444,31.8883,29.8591,2
Case 712,Wait,1 days 00:00:05,1.0001,30.8882,30.8882,3
Case 712,Resolve ticket,1 days 00:41:53,1.0291,29.8591,31.8883,4
Case 712,Closed,29 days 20:37:04,29.8591,-0.0,32.0327,5
Case 2396,Assign seriousness,0 days 00:00:00,0.0,46.0023,0.0,1
Case 2396,Take in charge ticket,0 days 00:00:27,0.0003,46.002,43.8501,2
Case 2396,Resolve ticket,2 days 03:38:42,2.1519,43.8501,46.002,3
Case 2396,Closed,43 days 20:24:06,43.8501,0.0,46.0023,4
Case 4231,Assign seriousness,0 days 00:00:00,0.0,31.0005,0.0,1
Case 4231,Resolve ticket,0 days 00:01:28,0.001,30.9995,30.9995,2
Case 4231,Closed,30 days 23:59:16,30.9995,0.0,31.0005,3
Case 1065,Assign seriousness,0 days 00:00:00,0.0,31.0006,0.0,1
Case 1065,Resolve ticket,2 days 22:19:38,2.9303,28.0703,28.0703,2
Case 1065,Closed,28 days 01:41:16,28.0703,0.0,31.0006,3
Case 3851,Assign seriousness,0 days 00:00:00,0.0,43.0065,-0.0,1
Case 3851,Take in charge ticket,1 days 06:07:25,1.2552,41.7513,39.9387,2
Case 3851,Resolve ticket,1 days 19:30:10,1.8126,39.9387,41.7513,3
Case 3851,Closed,39 days 22:31:42,39.9387,-0.0,43.0065,4
Case 568,Assign seriousness,0 days 00:00:00,0.0,48.0035,0.0,1
Case 568,Take in charge ticket,0 days 00:00:07,0.0001,48.0034,46.6779,2
Case 568,Resolve ticket,1 days 07:48:42,1.3255,46.6779,48.0034,3
Case 568,Closed,46 days 16:16:14,46.6779,0.0,48.0035,4
Case 4137,Assign seriousness,0 days 04:17:02,0.1785,32.8232,0.0,1
Case 4137,Take in charge ticket,0 days 00:04:34,0.0032,32.82,32.8199,2
Case 4137,Resolve ticket,0 days 00:00:09,0.0001,32.8199,32.82,3
Case 4137,Closed,32 days 19:40:42,32.8199,0.0,32.8232,4
Case 1956,Assign seriousness,0 days 00:00:00,0.0,31.0032,0.0,1
Case 1956,Take in charge ticket,13 days 17:44:05,13.7389,17.2643,17.261,2
Case 1956,Resolve ticket,0 days 00:04:49,0.0033,17.261,17.2643,3
Case 1956,Closed,17 days 06:15:51,17.261,0.0,31.0032,4
Case 1560,Assign seriousness,0 days 00:00:00,0.0,59.0057,0.0,1
Case 1560,Take in charge ticket,0 days 00:37:47,0.0262,58.9795,58.9768,2
Case 1560,Resolve ticket,0 days 00:03:49,0.0027,58.9768,58.9795,3
Case 1560,Closed,58 days 23:26:34,58.9768,0.0,59.0057,4
Case 655,Assign seriousness,0 days 00:00:00,0.0,31.0026,0.0,1
Case 655,Take in charge ticket,5 days 17:23:07,5.7244,25.2782,24.1341,2
Case 655,Resolve ticket,1 days 03:27:27,1.1441,24.1341,25.2782,3
Case 655,Closed,24 days 03:13:08,24.1341,0.0,31.0026,4
Case 4103,Assign seriousness,0 days 00:00:00,0.0,31.0067,0.0,1
Case 4103,Resolve ticket,0 days 19:28:31,0.8115,30.1952,30.1952,2
Case 4103,Closed,30 days 04:41:03,30.1952,0.0,31.0067,3
Case 550,Assign seriousness,0 days 00:00:00,0.0,33.0018,0.0,1
Case 550,Resolve ticket,0 days 00:08:27,0.0059,32.9959,32.9959,2
Case 550,Closed,32 days 23:54:09,32.9959,0.0,33.0018,3
Case 3048,Assign seriousness,0 days 00:00:00,0.0,31.0065,0.0,1
Case 3048,Take in charge ticket,3 days 01:49:08,3.0758,27.9307,27.9041,2
Case 3048,Resolve ticket,0 days 00:38:19,0.0266,27.9041,27.9307,3
Case 3048,Closed,27 days 21:41:50,27.9041,0.0,31.0065,4
Case 784,Assign seriousness,0 days 00:00:00,0.0,59.0069,0.0,1
Case 784,Take in charge ticket,3 days 01:39:48,3.0693,55.9376,55.7539,2
Case 784,Resolve ticket,0 days 04:24:33,0.1837,55.7539,55.9376,3
Case 784,Closed,55 days 18:05:33,55.7539,0.0,59.0069,4
Case 409,Assign seriousness,0 days 00:00:00,0.0,59.0056,0.0,1
Case 409,Take in charge ticket,0 days 18:29:37,0.7706,58.235,58.217,2
Case 409,Resolve ticket,0 days 00:25:51,0.018,58.217,58.235,3
Case 409,Closed,58 days 05:12:31,58.217,0.0,59.0056,4
Case 1939,Assign seriousness,6 days 18:54:47,6.788,37.2154,0.0,1
Case 1939,Take in charge ticket,0 days 00:00:24,0.0003,37.2151,32.9919,2
Case 1939,Resolve ticket,4 days 05:21:21,4.2232,32.9919,37.2151,3
Case 1939,Closed,32 days 23:48:19,32.9919,0.0,37.2154,4
Case 1378,Assign seriousness,0 days 00:00:00,0.0,54.0669,0.0,1
Case 1378,Take in charge ticket,1 days 17:44:20,1.7391,52.3278,15.0002,2
Case 1378,Resolve ticket,37 days 07:51:44,37.3276,15.0002,52.3278,3
Case 1378,Closed,15 days 00:00:15,15.0002,0.0,54.0669,4
Case 171,Assign seriousness,0 days 19:37:01,0.8174,43.1878,0.0,1
Case 171,Take in charge ticket,0 days 00:16:46,0.0116,43.1762,42.2816,2
Case 171,Resolve ticket,0 days 21:28:10,0.8946,42.2816,43.1762,3
Case 171,Closed,42 days 06:45:29,42.2816,0.0,43.1878,4
Case 3587,Assign seriousness,0 days 00:00:00,0.0,46.0039,-0.0,1
Case 3587,Take in charge ticket,1 days 00:01:04,1.0007,45.0032,43.9907,2
Case 3587,Resolve ticket,1 days 00:17:56,1.0125,43.9907,45.0032,3
Case 3587,Closed,43 days 23:46:36,43.9907,-0.0,46.0039,4
Case 1607,Assign seriousness,0 days 00:00:00,0.0,44.0009,0.0,1
Case 1607,Take in charge ticket,1 days 00:21:56,1.0152,42.9857,35.7298,2
Case 1607,Resolve ticket,7 days 06:08:29,7.2559,35.7298,42.9857,3
Case 1607,Closed,35 days 17:30:53,35.7298,0.0,44.0009,4
Case 2818,Insert ticket,0 days 00:00:00,0.0,46.0006,0.0,1
Case 2818,Assign seriousness,0 days 00:00:49,0.0006,46.0,36.0787,2
Case 2818,Take in charge ticket,0 days 00:01:13,0.0008,45.9992,45.9992,3
Case 2818,Resolve ticket,9 days 22:05:27,9.9205,36.0787,46.0,4
Case 2818,Closed,36 days 01:53:17,36.0787,0.0,46.0006,5
Case 3795,Assign seriousness,0 days 03:38:23,0.1517,30.8517,0.0,1
Case 3795,Take in charge ticket,0 days 00:00:17,0.0002,30.8515,30.1031,2
Case 3795,Resolve ticket,0 days 17:57:43,0.7484,30.1031,30.8515,3
Case 3795,Closed,30 days 02:28:24,30.1031,0.0,30.8517,4
Case 2955,Insert ticket,0 days 00:00:00,0.0,31.0074,0.0,1
Case 2955,Assign seriousness,0 days 00:01:28,0.001,31.0064,28.2564,2
Case 2955,Take in charge ticket,0 days 00:00:13,0.0002,31.0062,31.0062,3
Case 2955,Resolve ticket,2 days 17:59:40,2.7498,28.2564,31.0064,4
Case 2955,Closed,28 days 06:09:14,28.2564,0.0,31.0074,5
Case 744,Assign seriousness,0 days 00:00:00,0.0,37.9456,0.0,1
Case 744,Take in charge ticket,0 days 19:46:47,0.8242,37.1214,15.0109,2
Case 744,Wait,15 days 03:58:25,15.1656,21.9558,21.9558,3
Case 744,Resolve ticket,6 days 22:40:43,6.9449,15.0109,37.1214,4
Case 744,Closed,15 days 00:15:44,15.0109,0.0,37.9456,5
Case 3540,Assign seriousness,0 days 00:00:00,0.0,53.0009,0.0,1
Case 3540,Resolve ticket,0 days 01:09:34,0.0483,52.9526,52.9526,2
Case 3540,Closed,52 days 22:51:41,52.9526,0.0,53.0009,3
Case 2166,Assign seriousness,0 days 00:00:00,0.0,59.0027,0.0,1
Case 2166,Take in charge ticket,2 days 01:18:52,2.0548,56.9479,49.0836,2
Case 2166,Resolve ticket,7 days 20:44:33,7.8643,49.0836,56.9479,3
Case 2166,Closed,49 days 02:00:19,49.0836,0.0,59.0027,4
Case 1647,Assign seriousness,0 days 00:00:00,0.0,44.0016,0.0,1
Case 1647,Take in charge ticket,3 days 00:22:40,3.0157,40.9859,40.9838,2
Case 1647,Resolve ticket,0 days 00:03:05,0.0021,40.9838,40.9859,3
Case 1647,Closed,40 days 23:36:38,40.9838,0.0,44.0016,4
Case 1700,Assign seriousness,0 days 00:00:00,0.0,44.001,0.0,1
Case 1700,Take in charge ticket,0 days 00:04:18,0.003,43.998,43.9019,2
Case 1700,Resolve ticket,0 days 02:18:23,0.0961,43.9019,43.998,3
Case 1700,Closed,43 days 21:38:43,43.9019,0.0,44.001,4
Case 4479,Assign seriousness,0 days 00:00:00,0.0,31.005,0.0,1
Case 4479,Resolve ticket,0 days 00:01:01,0.0007,31.0043,31.0043,2
Case 4479,Closed,31 days 00:06:08,31.0043,0.0,31.005,3
Case 481,Assign seriousness,0 days 00:00:00,0.0,31.0005,0.0,1
Case 481,Take in charge ticket,1 days 00:42:48,1.0297,29.9708,29.2861,2
Case 481,Resolve ticket,0 days 16:26:01,0.6847,29.2861,29.9708,3
Case 481,Closed,29 days 06:51:57,29.2861,0.0,31.0005,4
Case 615,Assign seriousness,0 days 00:00:00,0.0,44.0038,0.0,1
Case 615,Take in charge ticket,0 days 00:00:34,0.0004,44.0034,31.9793,2
Case 615,Resolve ticket,12 days 00:34:42,12.0241,31.9793,44.0034,3
Case 615,Closed,31 days 23:30:15,31.9793,0.0,44.0038,4
Case 4291,Assign seriousness,0 days 00:00:00,0.0,37.0006,0.0,1
Case 4291,Resolve ticket,0 days 00:19:22,0.0134,36.9872,36.9872,2
Case 4291,Closed,36 days 23:41:35,36.9872,0.0,37.0006,3
Case 4341,Assign seriousness,0 days 00:00:00,0.0,43.0926,-0.0,1
Case 4341,Take in charge ticket,3 days 19:59:02,3.8327,39.2599,15.0002,2
Case 4341,Resolve ticket,24 days 06:13:59,24.2597,15.0002,39.2599,3
Case 4341,Closed,15 days 00:00:18,15.0002,-0.0,43.0926,4
Case 516,Assign seriousness,0 days 00:00:00,0.0,49.9709,0.0,1
Case 516,Take in charge ticket,3 days 20:00:07,3.8334,46.1375,36.1299,2
Case 516,Wait,0 days 02:02:30,0.0851,46.0524,46.0524,3
Case 516,Resolve ticket,9 days 22:08:26,9.9225,36.1299,46.1375,4
Case 516,Closed,36 days 03:07:00,36.1299,0.0,49.9709,5
Case 1060,Assign seriousness,0 days 00:00:00,0.0,32.0213,-0.0,1
Case 1060,Take in charge ticket,12 days 00:04:49,12.0033,20.018,15.0001,2
Case 1060,Resolve ticket,5 days 00:25:43,5.0179,15.0001,20.018,3
Case 1060,Closed,15 days 00:00:10,15.0001,-0.0,32.0213,4
Case 4481,Assign seriousness,0 days 00:00:00,0.0,35.9693,0.0,1
Case 4481,Take in charge ticket,5 days 03:04:54,5.1284,30.8409,17.1312,2
Case 4481,Wait,8 days 18:01:06,8.7508,22.0901,22.0901,3
Case 4481,Resolve ticket,4 days 23:00:52,4.9589,17.1312,30.8409,4
Case 4481,Closed,17 days 03:08:58,17.1312,0.0,35.9693,5
Case 1463,Assign seriousness,11 days 16:39:28,11.6941,32.3106,0.0,1
Case 1463,Take in charge ticket,0 days 01:30:34,0.0629,32.2477,31.1243,2
Case 1463,Resolve ticket,1 days 02:57:44,1.1234,31.1243,32.2477,3
Case 1463,Closed,31 days 02:58:58,31.1243,0.0,32.3106,4
Case 2430,Assign seriousness,0 days 00:00:00,0.0,40.0408,0.0,1
Case 2430,Take in charge ticket,4 days 01:59:10,4.0828,35.958,15.0002,2
Case 2430,Resolve ticket,20 days 22:59:12,20.9578,15.0002,35.958,3
Case 2430,Closed,15 days 00:00:18,15.0002,0.0,40.0408,4
Case 3557,Insert ticket,0 days 00:00:00,0.0,45.9847,0.0,1
Case 3557,Take in charge ticket,11 days 06:06:08,11.2543,34.7304,15.0002,2
Case 3557,Resolve ticket,19 days 17:31:27,19.7302,15.0002,34.7304,3
Case 3557,Closed,15 days 00:00:15,15.0002,0.0,45.9847,4
Case 3942,Assign seriousness,0 days 00:00:00,0.0,31.0078,0.0,1
Case 3942,Resolve ticket,3 days 04:38:58,3.1937,27.8141,27.8141,2
Case 3942,Closed,27 days 19:32:19,27.8141,0.0,31.0078,3
Case 1118,Assign seriousness,3 days 19:35:25,3.8163,27.1859,0.0,1
Case 1118,Take in charge ticket,6 days 00:53:48,6.0374,21.1485,20.9756,2
Case 1118,Resolve ticket,0 days 04:08:57,0.1729,20.9756,21.1485,3
Case 1118,Closed,20 days 23:24:55,20.9756,0.0,27.1859,4
Case 4447,Assign seriousness,0 days 00:00:00,0.0,37.9265,0.0,1
Case 4447,Take in charge ticket,3 days 21:45:40,3.9067,34.0198,20.078,2
Case 4447,Resolve ticket,13 days 22:36:15,13.9418,20.078,34.0198,3
Case 4447,Closed,20 days 01:52:20,20.078,0.0,37.9265,4
Case 874,Assign seriousness,1 days 00:52:57,1.0368,49.9243,0.0,1
Case 874,Take in charge ticket,12 days 18:52:28,12.7864,37.1379,30.0003,2
Case 874,Resolve ticket,7 days 03:18:06,7.1376,30.0003,37.1379,3
Case 874,Closed,30 days 00:00:22,30.0003,0.0,49.9243,4
Case 3568,Assign seriousness,0 days 00:00:00,0.0,56.944,0.0,1
Case 3568,Take in charge ticket,14 days 15:32:11,14.6473,42.2967,15.0418,2
Case 3568,Wait,27 days 01:32:48,27.0644,15.2323,15.2323,3
Case 3568,Resolve ticket,0 days 04:34:15,0.1905,15.0418,42.2967,4
Case 3568,Closed,15 days 01:00:14,15.0418,0.0,56.944,5
Case 1011,Insert ticket,0 days 00:00:00,0.0,46.0021,0.0,1
Case 1011,Assign seriousness,0 days 00:07:05,0.0049,45.9972,45.9892,2
Case 1011,Take in charge ticket,0 days 00:00:22,0.0003,45.9969,45.9969,3
Case 1011,Resolve ticket,0 days 00:11:04,0.0077,45.9892,45.9972,4
Case 1011,Closed,45 days 23:44:27,45.9892,0.0,46.0021,5
